Exported data
Parameter,Value,Time (s),HRR (kW/m²),EHC (MJ/kg),SEA (m²/kg),MLR (g/s),Specific MLR (g/s·m²),COY (kg/kg),CO2Y (kg/kg),THR (MJ/m²),MFR (g/s),k (1/m),V stack (l/s),V smoke (l/s),SPR (m²/s),RSR ((m²/s)/m²),TSP (m²),TSR (m²/m²),COP (g/s),CO2P (g/s),O2C (g/s),TOC (g),ARHE(kW/m²)
,,2870,0.333388436605687,0,0,-0.0370951666666665,-1.30828689661658,0,0,72.2488330338356,23.4856621497635,-0.0731548561284461,24.0340675301258,24.5374510101995,-0.00179503369840994,-0.0633079529664224,2.49184195460893,87.8832600200651,0,0,0.000573542939933678,127.152535476675,25.1738094194549
,,2871,0.344968780902897,0.124482251939113,-43.7527625535083,0.0785754166666666,2.77122863323223,0,0,72.2491722124444,23.4486856647776,-0.140329251242741,23.9970907223415,24.4987521668792,-0.00343789154795964,-0.121248908371293,2.49184195460893,87.8832600200651,0,0,0.000593466025038559,127.153118981157,25.1651592519834
,,2872,0.388772698374672,0,0,-0.0168268333333334,-0.59345536197127,0,0,72.249539083184,23.4719645167429,-0.0728827302327002,24.021113382508,24.5232728550661,-0.00178732307991868,-0.0630360118473118,2.49184195460893,87.8832600200651,0,0,0.000668827620653042,127.15375012798,25.1565247504123
,,2873,0.356940796027156,0,0,-0.0290582500000002,-1.02483776539466,0,0,72.2499119399312,23.4400381673081,-0.0828436298199214,23.9871127263009,24.491376621246,-0.00202895453859078,-0.0715579649640538,2.49184195460893,87.8832600200651,0,0,0.000614062981519266,127.154391573281,25.1478983431713
,,2874,0.30176389807226,0.118063149871893,-34.4138473963305,0.0724715,2.55595330464837,0,0,72.2502412922782,23.4654385508292,-0.101730194549381,24.0145011753301,24.5160559520264,-0.00249402314158317,-0.0879601869783159,2.49184195460893,87.8832600200651,0,0,0.000519135794886221,127.154958172669,25.139262801767
,,2875,0.203189905660573,0,0,-0.0353649166666664,-1.24726376055112,0,0,72.2504937691801,23.5165242127455,-0.101822395049331,24.0671151020888,24.5726915132587,-0.00250205030268836,-0.0882432920465669,2.49184195460893,87.8832600200651,0,0,0.000349550891013234,127.155392516012,25.1306065284105
,,2876,0.22176092039522,0,0,-0.0330698333333337,-1.16631986080742,0,0,72.2507062445931,23.4429105808926,-0.0481436890499437,23.9937692422644,24.4965019045848,-0.00117935197050569,-0.0415938481521368,2.49184195460893,87.8832600200651,0,0,0.000381499831498481,127.155758041374,25.1219423659921
,,2877,0.321324573061976,0.188018035373433,-60.7751233340361,0.0484572499999999,1.70900931085561,0,0,72.2509777873399,23.4899748580784,-0.119985059733023,24.0414738645336,24.5446837442184,-0.00294499534517821,-0.103865251646266,2.49184195460893,87.8832600200651,0,0,0.000552788097271641,127.156225185338,25.1133047575043
,,2878,0.475262172747831,0,0,-0.0377779166666667,-1.33236639157321,0,0,72.2513760807128,23.4505744811347,-0.1129624461104,24.0017460235226,24.5039790599002,-0.00276802941404434,-0.0976239477338062,2.49184195460893,87.8832600200651,0,0,0.000817629283324791,127.156910394028,25.1047171927425
,,2879,0.381064401476463,0,0,-0.012228333333333,-0.431273659213268,0,0,72.2518042439999,23.435348366113,-0.0206981665817933,23.9874891348615,24.4897942068687,-0.000506893840047604,-0.017877330889737,2.49184195460893,87.8832600200651,0,0,0.000655566015960276,127.157646991678,25.0961459687391
,,2880,0.344870076321017,0.173673859422703,-56.6572394731939,0.0563034999999998,1.98573393524723,0,0,72.2521672112388,23.44197638312,-0.130220843381704,23.9944724294662,24.4968531906095,-0.00319000088267896,-0.11250620309935,2.49184195460893,87.8832600200651,0,0,0.000593296218902166,127.158271422795,25.0875580594579
,,2881,0.302445753109722,0,0,-0.0237973333333333,-0.8392936916602,0,0,72.2524908691535,23.5184602263322,-0.1175927893139,24.0704282438684,24.5738488062457,-0.00288970742530449,-0.101915335589493,2.49184195460893,87.8832600200651,0,0,0.000520308815778153,127.158828225313,25.0789624675993
,,2882,0.290041505429384,0,0,-0.0284272499999999,-1.00258340974818,0,0,72.2527871127828,23.4970433717141,-0.0591758065329786,24.0471781573624,24.5526684012665,-0.00145292395518173,-0.0512422922755776,2.49184195460893,87.8832600200651,0,0,0.000498968561273451,127.159337864001,25.0703633285159
,,2883,0.376903245979644,0.371737673455787,-46.3798892262983,0.0287479999999996,1.01389574663186,0,0,72.2531205851585,23.487304718261,-0.0543251619330427,24.0385415295933,24.5434897574897,-0.00133332905547761,-0.0470243724158005,2.49184195460893,87.8832600200651,0,0,0.000648406943738358,127.159911551754,25.0617830680397
,,2884,0.400553424845756,0,0,-0.022503083333333,-0.793647574710199,0,0,72.2535093134939,23.4522706259519,-0.155877105649964,24.0050092938404,24.5083410977815,-0.00382028927460425,-0.134735461472958,2.49184195460893,87.8832600200651,0,0,0.000689095719470988,127.160580303085,25.0532279173002
,,2885,0.313030049993244,0,0,-0.0170098333333334,-0.599909477792672,0,0,72.2538661052313,23.4021671351459,-0.061448582239509,23.9545200597334,24.4563789798245,-0.00150280981502235,-0.0530016863589739,2.49184195460893,87.8832600200651,0,0,0.000538518200662554,127.161194110045,25.0446676274632
,,2886,0.332763082530543,0.521258204332483,-73.8256296778029,0.0181007499999997,0.63838435494109,0,0,72.2541890017976,23.441608868605,-0.0545447773754757,23.9960210534511,24.4991240351325,-0.00133629926639047,-0.047129126979984,2.49184195460893,87.8832600200651,0,0,0.00057246711553374,127.161749602704,25.0361015252244
,,2887,0.257990661191785,0.539555393286533,-292.458860455178,0.0135575833333338,0.47815416989962,0,0,72.2544843786694,23.4361038936917,-0.161852163932368,23.9941018645656,24.497882980729,-0.00396503537219293,-0.139840423650735,2.49184195460893,87.8832600200651,0,0,0.000443828621770148,127.162257750572,25.0275318249634
,,2888,0.277348908237565,0.2943912554633,-46.8848704212516,0.026712583333333,0.942109872798652,0,0,72.2547520484542,23.4493808016622,-0.0510989215955196,24.0061014205114,24.5096367808673,-0.0012524160082002,-0.0441706993087466,2.49184195460893,87.8832600200651,0,0,0.000477132314784237,127.16271823104,25.0189584655312
,,2889,0.420439222591853,0,0,-0.0035930833333333,-0.126722273165455,0,0,72.2551009425196,23.4898165959917,-0.0997221992298025,24.0470316538874,24.5513687948717,-0.00244831649032656,-0.0863481868634604,2.49184195460893,87.8832600200651,0,0,0.000723308181187635,127.163318451288,25.0104191562892
,,2890,0.456881893133138,12.1201583014781,-2760.20498408168,0.00106883333333337,0.0376960334814619,0,0,72.2555396030774,23.4933481931556,-0.120144326405704,24.0520439233479,24.5554591055525,-0.00295019909381941,-0.104048779495641,2.49184195460893,87.8832600200651,0,0,0.000786006404322682,127.164073108581,25.0019168176739
,,2891,0.369075890454548,0.624117001189719,-109.481690595766,0.0167673333333331,0.591356892619491,0,0,72.2559525819692,23.4423182257118,-0.0749241446367018,23.9988711692741,24.5009937586502,-0.00183571600011604,-0.0647427523494406,2.49184195460893,87.8832600200651,0,0,0.000634940554611846,127.164783582061,24.9934114776787
,,2892,0.301014613606046,0,0,-0.0422967499999998,-1.49173837906468,0,0,72.2562876272212,23.4071735008634,-0.0488529179959674,23.9616328366465,24.4648583417057,-0.00119517971835031,-0.0421520673749844,2.49184195460893,87.8832600200651,0,0,0.000517846772609372,127.165359975724,24.9848850716533
,,2893,0.290083590534291,0,0,-0.00725399999999972,-0.255836918953224,0,0,72.2565831763233,23.5004527993884,-0.106567792421757,24.0591178672415,24.5638829894994,-0.0026177187834973,-0.0923227334237605,2.49184195460893,87.8832600200651,0,0,0.000499040961753567,127.165868419591,24.97635090782
,,2894,0.289925522371051,0.260161770415971,-60.0712874728151,0.0315978333333332,1.11440478709647,0,0,72.2568731808798,23.4876472718421,-0.0773183827239536,24.0460744227678,24.549433948477,-0.00189812252968476,-0.0669437303267533,2.49184195460893,87.8832600200651,0,0,0.000498769031555582,127.166367324588,24.9678207259432
,,2895,0.376493760791382,0,0,-0.0361034166666666,-1.27330946838776,0,0,72.2572063905213,23.4617870197617,-0.0198223518906295,24.0194664749003,24.5217403577602,-0.000486078566342173,-0.0171432096473927,2.49184195460893,87.8832600200651,0,0,0.00064770248432534,127.166940560346,24.9593113611473
,,2896,0.398549355145368,0.45993108438673,-157.315124166671,0.0245699166666671,0.866541463873425,0,0,72.2575939120793,23.3349330074186,-0.158474632602606,23.8907864486395,24.390146408315,-0.00386521949118148,-0.136320077984816,2.49184195460893,87.8832600200651,0,0,0.000685647999974918,127.167607235588,24.9508266270992
,,2897,0.313233847594627,0,0,-0.0322388333333337,-1.13701182666762,0,0,72.2579498036807,23.4174030702563,-0.0687642557950712,23.9758177375778,24.4780033919366,-0.00168321168659575,-0.0593641703673467,2.49184195460893,87.8832600200651,0,0,0.000538868801883103,127.168219493989,24.9423368324752
,,2898,0.289931059178285,0,0,-0.072577,-2.55967412005361,0,0,72.2582513861341,23.4880958235055,-0.0431093994463806,24.0483957522473,24.5522969231694,-0.00105843477538705,-0.0373292930587237,2.49184195460893,87.8832600200651,0,0,0.000498778556719008,127.168738317668,24.933834156706
,,2899,0.333314968255356,0.0958408733098921,-29.8982921353885,0.0986094166666666,3.47779560790952,0,0,72.2585630091478,23.4804866467613,-0.120142236566719,24.038344656264,24.5396892138176,-0.00294825314680025,-0.10398014907245,2.49184195460893,87.8832600200651,0,0,0.000573416549066407,127.169274415221,24.9253408103304
,,2900,0.388211712105402,0.164171671742362,-34.7866600269952,0.0670478333333332,2.36466930003996,0,0,72.258923772488,23.4380952407836,-0.095219296312761,23.9921588757073,24.4947219106966,-0.00233237018371329,-0.0822589470167629,2.49184195460893,87.8832600200651,0,0,0.000667862524304294,127.169895054758,24.9168702663752
,,2901,0.400428643699735,0,0,-0.0627558333333331,-2.21329735957301,0,0,72.2593180926659,23.4449647310974,-0.0548284837034775,24.0001864858824,24.5028304355518,-0.00134345303922472,-0.0473814290479199,2.49184195460893,87.8832600200651,0,0,0.000688881051094037,127.170573426546,24.9084171294953
,,2902,0.357439757018152,0,0,-0.00775125000000002,-0.273374127107287,0,0,72.2596970268662,23.4728045666749,-0.0990244731436635,24.0296825334748,24.5336544183835,-0.00242943220306914,-0.0856821684090124,2.49184195460893,87.8832600200651,0,0,0.000614921368896677,127.171225327756,24.8999645164942
,,2903,0.302092746999946,2.14504889563912,-820.625998365803,0.00399316666666675,0.140832569184833,0,0,72.2600267931182,23.4910101462201,-0.13347256066734,24.0484530538859,24.5510865011545,-0.00327689638247445,-0.115570867689725,2.49184195460893,87.8832600200651,0,0,0.000519701526077268,127.171792639203,24.8915007899133
,,2904,0.247515035424322,0,0,-0.0602554166666666,-2.12511168324281,0,0,72.2603015970095,23.590829736934,-0.0425216619883474,24.1485039310454,24.6530060226754,-0.0010482867890929,-0.036971389895355,2.49184195460893,87.8832600200651,0,0,0.000425806458030905,127.172265393195,24.8830239659123
,,2905,0.191209407824887,0.130944808376143,-77.6151147445629,0.0414033333333329,1.4602290094284,0,0,72.2605209592311,23.5362433297107,-0.130660665052626,24.0904946393659,24.5944291358054,-0.00321352446747402,-0.113335842120125,2.49184195460893,87.8832600200651,0,0,0.000328940144996059,127.172642766497,24.8745338930228
,,2906,0.309890028402971,0.229567060930192,-67.7888328608277,0.0382747499999998,1.34988890456372,0,0,72.2607715089492,23.5424381585719,-0.105465129238393,24.0960354543328,24.601502404412,-0.00259460063053995,-0.091507393332156,2.49184195460893,87.8832600200651,0,0,0.000533115959788814,127.173073794549,24.8660603953714
,,2907,0.433371958797531,0,0,-0.0785654166666662,-2.77087594930755,0,0,72.2611431399428,23.5336959173461,-0.0427597387200093,24.0885535699834,24.5911008605834,-0.00105150904763594,-0.0370850337742803,2.49184195460893,87.8832600200651,0,0,0.000745558320979949,127.17371313169,24.8576343790653
,,2908,0.371222065370819,0.334302652288603,-53.5237965348892,0.0314853333333337,1.11043709294398,0,0,72.2615454369549,23.5786352181149,-0.0683988357618502,24.1336845265121,24.6380593528531,-0.00168521457516652,-0.0594348090275275,2.49184195460893,87.8832600200651,0,0,0.000638632731551263,127.174405227216,24.8492247032169
,,2909,0.347461594357754,0.219088297481231,-64.3886614496749,0.0449678333333334,1.58594319437587,0,0,72.2619047787848,23.6181305605472,-0.117355633197627,24.1692948027241,24.6721739530776,-0.00289541859662541,-0.102116759421084,2.49184195460893,87.8832600200651,0,0,0.000597754529315219,127.175023420846,24.8408060428961
,,2910,0.216518946280018,0,0,-0.0617705833333337,-2.17854917589524,0,0,72.2621867690551,23.6464746389002,-0.0715241009261901,24.192006799163,24.6956233588917,-0.00176633225755654,-0.0622956992860459,2.49184195460893,87.8832600200651,0,0,0.000372481623333863,127.175508538923,24.8323665873041
,,2911,0.35370953688964,0.287216688800069,-34.0818363155613,0.0349181666666664,1.23150760621663,0,0,72.2624718832967,23.557467354495,-0.0483769131575258,24.0986782707857,24.6000656738405,-0.00119007524077281,-0.041972040656444,2.49184195460893,87.8832600200651,0,0,0.000608503703226301,127.175999031586,24.8239340031936
,,2912,0.401058923097211,0.511795402848079,-146.131399523081,0.0222190833333333,0.783631351249674,0,0,72.2628492675267,23.4818673814874,-0.132406876802807,24.0210090266032,24.5221836057318,-0.00324690574361994,-0.114513146068278,2.49184195460893,87.8832600200651,0,0,0.000689965357975296,127.176648266116,24.8155388968155
,,2913,0.401463404697569,0,0,-0.0554752499999997,-1.9565228891867,0,0,72.2632505286906,23.5055496454911,-0.0341352187280025,24.0464329957389,24.5483792403871,-0.000837964294788572,-0.0295536536216609,2.49184195460893,87.8832600200651,0,0,0.000690661211567156,127.177338579401,24.8071577510095
,,2914,0.399784353043445,0.284904253806363,-42.2880283756841,0.0397870000000002,1.40322353107146,0,0,72.2636511525694,23.4072417261352,-0.0688220683979958,23.9477186280885,24.4473004684112,-0.00168251378498335,-0.0593395564993775,2.49184195460893,87.8832600200651,0,0,0.000687772639816526,127.178027796327,24.7987821388365
,,2915,0.357586644960174,1.00584602288682,-323.571218233157,0.0100800833333331,0.355508335096743,0,0,72.2640298380684,23.4824505892244,-0.132992271054803,24.0249300279403,24.5249202693462,-0.00326162484405833,-0.115032265079295,2.49184195460893,87.8832600200651,0,0,0.000615174067519616,127.178679269681,24.7904047471933
,,2916,0.302921928382943,0,0,-0.0560701666666668,-1.97750464367168,0,0,72.2643600923551,23.5554880539968,-0.0517009861519948,24.0994546818954,24.5995327559612,-0.00127182010236149,-0.0448550505170873,2.49184195460893,87.8832600200651,0,0,0.000521127998028078,127.179247420713,24.7820164925772
,,2917,0.247308878721907,0.132635086169053,-46.6677280777006,0.0528683333333337,1.86458112905882,0,0,72.2646352077587,23.571180798608,-0.100227470114267,24.1156432974746,24.6164549609843,-0.00246724500392125,-0.0870157651097288,2.49184195460893,87.8832600200651,0,0,0.000425451801372959,127.179720710613,24.7736150866502
,,2918,0.321396416889124,0.53638796918503,-179.205948917847,0.0169893333333334,0.599186475747103,0,0,72.2649195604065,23.495226898647,-0.124080903003959,24.0380680132996,24.5371328526234,-0.00304458960148162,-0.107377780965,2.49184195460893,87.8832600200651,0,0,0.000552911693211196,127.18020989236,24.7652226046629
,,2919,0.432633054917192,0,0,-0.0493757500000006,-1.74140332933627,0,0,72.2652965751424,23.4935707110907,-0.0732194256793415,24.0370387561596,24.5362014553103,-0.00179652657891045,-0.06336060446182,2.49184195460893,87.8832600200651,0,0,0.000744287135973149,127.180858491775,24.7568676173835
,,2920,0.370858377774242,0.230047932167139,-24.5745696496433,0.0457092500000001,1.6120917683572,0,0,72.2656983208587,23.555535144135,-0.0456624024930217,24.0997029444712,24.5997820182507,-0.00112328514775796,-0.0396164614431107,2.49184195460893,87.8832600200651,0,0,0.00063800706076038,127.181549638873,24.7485268222119
,,2921,0.302788755209028,0.465252865998425,-213.407240528359,0.0184529166666667,0.650804707154783,0,0,72.2660351444252,23.5451323853794,-0.160154615912063,24.0884598766908,24.5886514297867,-0.0039379860255331,-0.138886436676769,2.49184195460893,87.8832600200651,0,0,0.000520898895203189,127.182129091851,24.7401695119566
,,2922,0.204317499679424,1.4158290183687,-608.599053215912,0.00409175000000017,0.144309444875509,0,0,72.2662886975527,23.6470281960032,-0.100843220205595,24.191635770343,24.6941259007726,-0.00249023517599631,-0.0878265915213483,2.49184195460893,87.8832600200651,0,0,0.000351490709296574,127.182565286654,24.7317894242138
,,2923,0.222918792644309,0,0,-0.01267725,-0.44710622839811,0,0,72.2665023156988,23.5653121994966,-0.0287105752861372,24.1087050241454,24.6116605698755,-0.000706614933708265,-0.0249211728048341,2.49184195460893,87.8832600200651,0,0,0.000383491742729445,127.18293277788,24.7234014080393
,,2924,0.365314003104506,0,0,-0.00841400000000029,-0.296748254214583,0,0,72.2667964320967,23.5217090017901,-0.0725696415051758,24.0644959750855,24.5631909347527,-0.00178254196035819,-0.0628673894462224,2.49184195460893,87.8832600200651,0,0,0.000628468387831764,127.183438757945,24.7150466594038
,,2925,0.403302266059994,0.174771592134523,-47.8322094611544,0.0654295833333332,2.30759622393078,0,0,72.2671807402313,23.6132143704446,-0.12693634492371,24.1555723059955,24.6552044399655,-0.00312964153495605,-0.110377425934826,2.49184195460893,87.8832600200651,0,0,0.000693824713399742,127.184099904495,24.7067284581987
